WebQTrn-90	(1.0, 1.0, 1.0)	1
WebQTrn-91	(1.0, 1.0, 1.0)	1
WebQTrn-92	(1.0, 1.0, 1.0)	1
WebQTrn-95	(1.0, 1.0, 1.0)	1
WebQTrn-96	(0, 0.0, 0.0)	0
WebQTrn-97	(1.0, 1.0, 1.0)	1
WebQTrn-98	(1.0, 1.0, 1.0)	1
WebQTrn-100	(1.0, 1.0, 1.0)	1
WebQTrn-101	(0, 0.0, 0.0)	0
WebQTrn-102	(0.8, 0.6666666666666666, 1.0)	1
WebQTrn-103	(0, 0.0, 0.0)	0
WebQTrn-105	(1.0, 1.0, 1.0)	1
WebQTrn-107	(0, 0.0, 0.0)	0
WebQTrn-108	(1.0, 1.0, 1.0)	1
WebQTrn-111	(0.9090909090909091, 1.0, 0.8333333333333334)	1
WebQTrn-112	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-113	(0, 0.0, 0.0)	0
WebQTrn-114	(1.0, 1.0, 1.0)	1
WebQTrn-115	(0.8301886792452831, 1.0, 0.7096774193548387)	1
WebQTrn-116	(1.0, 1.0, 1.0)	1
WebQTrn-117	(0.5, 1.0, 0.3333333333333333)	1
WebQTrn-118	(0.5, 0.5, 0.5)	1
WebQTrn-119	(0, 0.0, 0.0)	0
WebQTrn-120	(0.5, 0.3333333333333333, 1.0)	1
WebQTrn-121	(0, 0.0, 0.0)	0
WebQTrn-122	(1.0, 1.0, 1.0)	1
WebQTrn-123	(0.5714285714285715, 0.4, 1.0)	1
WebQTrn-124	(0.6666666666666666, 1.0, 0.5)	1
WebQTrn-125	(1.0, 1.0, 1.0)	1
WebQTrn-128	(0, 0.0, 0.0)	0
WebQTrn-129	(0, 0.0, 0.0)	0
WebQTrn-130	(1.0, 1.0, 1.0)	1
WebQTrn-131	(1.0, 1.0, 1.0)	1
WebQTrn-133	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-134	(0.5, 0.5, 0.5)	1
WebQTrn-135	(1.0, 1.0, 1.0)	1
WebQTrn-136	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-137	(0.9565217391304348, 1.0, 0.9166666666666666)	1
WebQTrn-138	(0.6, 0.5, 0.75)	1
WebQTrn-139	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-141	(1.0, 1.0, 1.0)	1
WebQTrn-142	(0.8, 0.6666666666666666, 1.0)	1
WebQTrn-144	(0, 0.0, 0.0)	0
WebQTrn-145	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-146	(0.6666666666666666, 1.0, 0.5)	1
WebQTrn-147	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-148	(1.0, 1.0, 1.0)	1
WebQTrn-150	(0.5, 0.3333333333333333, 1.0)	1
WebQTrn-153	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-155	(1.0, 1.0, 1.0)	1
WebQTrn-157	(0.4545454545454545, 0.7142857142857143, 0.3333333333333333)	1
WebQTrn-158	(0.7692307692307693, 0.7692307692307693, 0.7692307692307693)	1
WebQTrn-159	(0, 0.0, 0.0)	0
WebQTrn-160	(0, 0.0, 0.0)	0
WebQTrn-161	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-162	(0, 0.0, 0.0)	0
WebQTrn-163	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-165	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-166	(1.0, 1.0, 1.0)	1
WebQTrn-167	(0.4615384615384615, 0.42857142857142855, 0.5)	1
WebQTrn-168	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-171	(0, 0.0, 0.0)	0
WebQTrn-172	(1.0, 1.0, 1.0)	1
WebQTrn-174	(1.0, 1.0, 1.0)	1
WebQTrn-175	(1.0, 1.0, 1.0)	1
WebQTrn-176	(1.0, 1.0, 1.0)	1
WebQTrn-177	(0, 0.0, 0.0)	0
WebQTrn-178	(0, 0.0, 0.0)	0
WebQTrn-179	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-180	(0.888888888888889, 1.0, 0.8)	1
WebQTrn-181	(0.8181818181818181, 1.0, 0.6923076923076923)	1
WebQTrn-183	(0.564935064935065, 3.625, 0.30633802816901406)	1
WebQTrn-184	(1.0, 1.0, 1.0)	1
WebQTrn-185	(0.6666666666666666, 0.6666666666666666, 0.6666666666666666)	1
WebQTrn-186	(1.0, 1.0, 1.0)	1
WebQTrn-188	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-189	(1.0, 1.0, 1.0)	1
WebQTrn-190	(0, 0.0, 0.0)	0
WebQTrn-191	(0.7843137254901961, 0.8695652173913043, 0.7142857142857143)	1
WebQTrn-192	(0.888888888888889, 1.0, 0.8)	1
WebQTrn-193	(0.8, 1.0, 0.6666666666666666)	1
WebQTrn-194	(0, 0.0, 0.0)	0
WebQTrn-195	(1.0, 1.0, 1.0)	1
WebQTrn-197	(1.0, 1.0, 1.0)	1
WebQTrn-198	(1.0, 1.0, 1.0)	1
WebQTrn-199	(1.0, 1.0, 1.0)	1
WebQTrn-200	(0.6666666666666666, 0.5, 1.0)	0
WebQTrn-201	(1.0, 1.0, 1.0)	1
WebQTrn-203	(0.6666666666666666, 0.7777777777777778, 0.5833333333333334)	1
WebQTrn-204	(0.90625, 1.0, 0.8285714285714286)	1
WebQTrn-205	(0.6666666666666666, 1.0, 0.5)	1
WebQTrn-207	(1.0, 1.0, 1.0)	1
WebQTrn-208	(0.8, 1.0, 0.6666666666666666)	1
WebQTrn-209	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-210	(0.6666666666666666, 0.5, 1.0)	0
WebQTrn-211	(0, 0.0, 0.0)	0
WebQTrn-212	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-213	(1.0, 1.0, 1.0)	1
WebQTrn-214	(0, 0.0, 0.0)	0
WebQTrn-216	(0, 0.0, 0.0)	0
WebQTrn-217	(1.0, 1.0, 1.0)	1
WebQTrn-219	(0, 0.0, 0.0)	0
WebQTrn-220	(0.8, 1.0, 0.6666666666666666)	1
WebQTrn-222	(0.4, 0.25, 1.0)	1
WebQTrn-223	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-224	(1.0, 1.0, 1.0)	1
WebQTrn-225	(0.3636363636363636, 0.2222222222222222, 1.0)	1
WebQTrn-226	(0.8333333333333334, 0.8333333333333334, 0.8333333333333334)	1
WebQTrn-227	(1.0, 1.0, 1.0)	1
WebQTrn-228	(0.0037837837837837833, 0.5833333333333334, 0.001898047722342733)	1
WebQTrn-229	(1.0, 1.0, 1.0)	1
WebQTrn-230	(0, 0.0, 0.0)	0
WebQTrn-231	(1.0, 1.0, 1.0)	1
WebQTrn-233	(0, 0.0, 0.0)	0
WebQTrn-234	(1.0, 1.0, 1.0)	1
WebQTrn-235	(0.34782608695652173, 0.21052631578947367, 1.0)	1
WebQTrn-236	(0, 0.0, 0.0)	0
WebQTrn-237	(1.0, 1.0, 1.0)	1
WebQTrn-239	(0.9375, 1.0, 0.8823529411764706)	1
WebQTrn-240	(0, 0.0, 0.0)	0
WebQTrn-241	(0.6153846153846153, 1.0, 0.4444444444444444)	1
WebQTrn-242	(1.1249999999999998, 3.0, 0.6923076923076923)	1
WebQTrn-243	(0.75, 0.75, 0.75)	1
WebQTrn-244	(1.0, 1.0, 1.0)	1
WebQTrn-245	(1.0, 1.0, 1.0)	1
WebQTrn-246	(0, 0.0, 0.0)	0
WebQTrn-247	(0.5, 0.5, 0.5)	1
WebQTrn-248	(1.0, 1.0, 1.0)	1
WebQTrn-250	(0.8571428571428571, 1.0, 0.75)	1
WebQTrn-252	(1.0, 1.0, 1.0)	1
WebQTrn-253	(1.0, 1.0, 1.0)	1
WebQTrn-254	(0.6666666666666666, 0.6666666666666666, 0.6666666666666666)	1
WebQTrn-256	(0.10256410256410255, 0.056338028169014086, 0.5714285714285714)	1
WebQTrn-257	(0.5, 0.5, 0.5)	1
WebQTrn-259	(0.9600000000000001, 1.0, 0.9230769230769231)	1
WebQTrn-260	(0, 0.0, 0.0)	0
WebQTrn-261	(0.8421052631578948, 0.8, 0.8888888888888888)	1
WebQTrn-262	(1.0, 1.0, 1.0)	1
WebQTrn-263	(1.0, 1.0, 1.0)	1
WebQTrn-264	(1.0, 1.0, 1.0)	1
WebQTrn-265	(1.0, 1.0, 1.0)	1
WebQTrn-266	(0, 0.0, 0.0)	0
WebQTrn-269	(0.6666666666666666, 1.0, 0.5)	1
WebQTrn-270	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-272	(1.0, 1.0, 1.0)	1
WebQTrn-273	(0, 0.0, 0.0)	0
WebQTrn-274	(1.0, 1.0, 1.0)	1
WebQTrn-275	(1.0, 1.0, 1.0)	1
WebQTrn-277	(0, 0.0, 0.0)	0
WebQTrn-278	(0, 0.0, 0.0)	0
WebQTrn-280	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-282	(1.0, 1.0, 1.0)	1
WebQTrn-283	(0, 0.0, 0.0)	0
WebQTrn-284	(0, 0.0, 0.0)	0
WebQTrn-285	(1.0, 1.0, 1.0)	1
WebQTrn-286	(0.4, 0.25, 1.0)	1
WebQTrn-287	(1.0, 1.0, 1.0)	1
WebQTrn-289	(0, 0.0, 0.0)	0
WebQTrn-290	(0.5, 0.3333333333333333, 1.0)	1
WebQTrn-291	(1.0, 1.0, 1.0)	1
WebQTrn-292	(1.0, 1.0, 1.0)	1
WebQTrn-293	(0.7499999999999999, 0.6, 1.0)	1
WebQTrn-294	(1.0, 1.0, 1.0)	1
WebQTrn-295	(0.7999999999999999, 0.75, 0.8571428571428571)	1
WebQTrn-296	(1.0, 1.0, 1.0)	1
WebQTrn-300	(1.0, 1.0, 1.0)	1
WebQTrn-301	(0.5, 0.5, 0.5)	1
WebQTrn-302	(1.0, 1.0, 1.0)	1
WebQTrn-303	(1.0, 1.0, 1.0)	1
WebQTrn-304	(1.0, 1.0, 1.0)	1
WebQTrn-306	(0, 0.0, 0.0)	0
WebQTrn-307	(0, 0.0, 0.0)	0
WebQTrn-310	(1.0, 1.0, 1.0)	1
WebQTrn-312	(1.0, 1.0, 1.0)	1
WebQTrn-313	(0.6756756756756757, 0.8928571428571429, 0.5434782608695652)	1
WebQTrn-314	(0, 0.0, 0.0)	0
WebQTrn-315	(1.1388888888888888, 1.4137931034482758, 0.9534883720930233)	1
WebQTrn-316	(1.0, 1.0, 1.0)	1
WebQTrn-317	(1.3333333333333333, 2.0, 1.0)	1
WebQTrn-318	(0.4, 0.25, 1.0)	1
WebQTrn-319	(1.0, 1.0, 1.0)	1
WebQTrn-320	(1.0, 1.0, 1.0)	1
WebQTrn-321	(0.14285714285714288, 0.3333333333333333, 0.09090909090909091)	1
WebQTrn-322	(1.0, 1.0, 1.0)	1
WebQTrn-323	(1.0, 1.0, 1.0)	1
WebQTrn-324	(0.5, 0.5, 0.5)	1
WebQTrn-329	(1.0, 1.0, 1.0)	1
WebQTrn-331	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-332	(1.0, 1.0, 1.0)	1
WebQTrn-334	(1.0, 1.0, 1.0)	1
WebQTrn-336	(0.7647058823529411, 0.8524590163934426, 0.6933333333333334)	1
WebQTrn-337	(0.5, 0.5, 0.5)	1
WebQTrn-338	(0, 0.0, 0.0)	0
WebQTrn-340	(0.7784431137724551, 0.8666666666666667, 0.7065217391304348)	1
WebQTrn-342	(1.0, 1.0, 1.0)	1
WebQTrn-343	(0.30303030303030304, 0.35714285714285715, 0.2631578947368421)	1
WebQTrn-344	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-346	(0, 0.0, 0.0)	0
WebQTrn-347	(0.8, 0.6666666666666666, 1.0)	1
WebQTrn-348	(0, 0.0, 0.0)	0
WebQTrn-350	(0, 0.0, 0.0)	0
WebQTrn-352	(0.9999999999999999, 3.0, 0.6)	1
WebQTrn-354	(0.8333333333333333, 0.7142857142857143, 1.0)	1
WebQTrn-355	(0, 0.0, 0.0)	0
WebQTrn-356	(1.0, 1.0, 1.0)	1
WebQTrn-360	(0, 0.0, 0.0)	0
WebQTrn-363	(0, 0.0, 0.0)	0
WebQTrn-366	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-367	(1.0, 1.0, 1.0)	1
WebQTrn-368	(1.0, 1.0, 1.0)	1
WebQTrn-369	(1.0, 1.0, 1.0)	1
WebQTrn-370	(0.8, 0.6666666666666666, 1.0)	1
WebQTrn-372	(1.0, 1.0, 1.0)	1
WebQTrn-373	(1.0, 1.0, 1.0)	1
WebQTrn-375	(1.0, 1.0, 1.0)	1
WebQTrn-377	(1.0, 1.0, 1.0)	1
WebQTrn-378	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-379	(1.0, 1.0, 1.0)	1
WebQTrn-380	(1.0, 1.0, 1.0)	1
WebQTrn-381	(1.0, 1.0, 1.0)	1
WebQTrn-382	(0, 0.0, 0.0)	0
WebQTrn-383	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-385	(0.9090909090909091, 1.0, 0.8333333333333334)	1
WebQTrn-386	(0.888888888888889, 1.0, 0.8)	1
WebQTrn-387	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-388	(1.0, 1.0, 1.0)	1
WebQTrn-389	(0, 0.0, 0.0)	0
WebQTrn-390	(0, 0.0, 0.0)	0
WebQTrn-391	(1.0, 1.0, 1.0)	1
WebQTrn-393	(1.0, 1.0, 1.0)	1
WebQTrn-395	(0.823529411764706, 0.875, 0.7777777777777778)	1
WebQTrn-397	(0.4189189189189189, 0.7045454545454546, 0.2980769230769231)	1
WebQTrn-399	(0.9166666666666666, 0.8461538461538461, 1.0)	1
WebQTrn-400	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-401	(1.0, 1.0, 1.0)	1
WebQTrn-402	(1.0, 1.0, 1.0)	1
WebQTrn-403	(1.0, 1.0, 1.0)	1
WebQTrn-404	(1.0, 1.0, 1.0)	1
WebQTrn-405	(1.0, 1.0, 1.0)	1
WebQTrn-406	(1.0, 1.0, 1.0)	1
WebQTrn-407	(1.0, 1.0, 1.0)	1
WebQTrn-408	(1.0, 1.0, 1.0)	1
WebQTrn-409	(1.0, 1.0, 1.0)	1
WebQTrn-410	(1.0, 1.0, 1.0)	1
WebQTrn-411	(1.0, 1.0, 1.0)	1
WebQTrn-412	(1.0, 1.0, 1.0)	1
WebQTrn-413	(0.5, 0.3333333333333333, 1.0)	1
WebQTrn-415	(1.0, 1.0, 1.0)	1
WebQTrn-416	(1.0, 1.0, 1.0)	1
WebQTrn-417	(1.0, 1.0, 1.0)	1
WebQTrn-420	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-421	(0, 0.0, 0.0)	0
WebQTrn-422	(0.7499999999999999, 1.0, 0.6)	1
WebQTrn-423	(1.0, 1.0, 1.0)	1
WebQTrn-424	(1.0, 1.0, 1.0)	1
WebQTrn-426	(1.0, 1.0, 1.0)	1
WebQTrn-427	(0.888888888888889, 1.0, 0.8)	1
WebQTrn-431	(1.0, 1.0, 1.0)	1
WebQTrn-432	(0, 0.0, 0.0)	0
WebQTrn-434	(0.5714285714285715, 0.5, 0.6666666666666666)	1
WebQTrn-436	(0.2857142857142857, 0.16666666666666666, 1.0)	1
WebQTrn-437	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-440	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-441	(0, 0.0, 0.0)	0
WebQTrn-445	(1.0, 1.0, 1.0)	1
WebQTrn-446	(0.9090909090909091, 0.8333333333333334, 1.0)	1
WebQTrn-449	(1.0, 1.0, 1.0)	1
WebQTrn-450	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-452	(0.4, 0.5, 0.3333333333333333)	1
WebQTrn-453	(1.0, 1.0, 1.0)	1
WebQTrn-456	(0.9444444444444444, 0.9444444444444444, 0.9444444444444444)	1
WebQTrn-461	(1.0, 1.0, 1.0)	1
WebQTrn-462	(1.0, 1.0, 1.0)	1
WebQTrn-463	(1.0, 1.0, 1.0)	1
WebQTrn-464	(0, 0.0, 0.0)	0
WebQTrn-465	(0.7272727272727272, 0.6666666666666666, 0.8)	1
WebQTrn-466	(1.0, 1.0, 1.0)	1
WebQTrn-467	(1.0, 1.0, 1.0)	1
WebQTrn-468	(0.8823529411764706, 1.0, 0.7894736842105263)	1
WebQTrn-470	(0.5714285714285715, 0.6666666666666666, 0.5)	1
WebQTrn-471	(0.9090909090909091, 0.8333333333333334, 1.0)	1
WebQTrn-472	(0, 0.0, 0.0)	0
WebQTrn-473	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-474	(1.0, 1.0, 1.0)	1
WebQTrn-475	(0, 0.0, 0.0)	0
WebQTrn-476	(0.47619047619047616, 0.8823529411764706, 0.32608695652173914)	1
WebQTrn-477	(1.0, 1.0, 1.0)	1
WebQTrn-478	(0.11764705882352941, 0.5, 0.06666666666666667)	1
WebQTrn-480	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-481	(1.0, 1.0, 1.0)	1
WebQTrn-482	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-484	(1.0, 1.0, 1.0)	1
WebQTrn-485	(1.0, 1.0, 1.0)	1
WebQTrn-486	(0.8571428571428571, 1.0, 0.75)	1
WebQTrn-487	(1.0, 1.0, 1.0)	1
WebQTrn-488	(1.0, 1.0, 1.0)	1
WebQTrn-489	(0.5, 0.3333333333333333, 1.0)	1
WebQTrn-490	(0.24489795918367344, 0.75, 0.14634146341463414)	1
WebQTrn-491	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-492	(1.0, 1.0, 1.0)	1
WebQTrn-493	(1.0, 1.0, 1.0)	1
WebQTrn-494	(1.0, 1.0, 1.0)	1
WebQTrn-495	(0.8, 1.0, 0.6666666666666666)	1
WebQTrn-496	(0.6666666666666667, 0.5384615384615384, 0.875)	1
WebQTrn-498	(0, 0.0, 0.0)	0
WebQTrn-499	(1.0, 1.0, 1.0)	1
WebQTrn-500	(1.0, 1.0, 1.0)	1
WebQTrn-501	(0.8421052631578948, 1.0, 0.7272727272727273)	1
WebQTrn-502	(0.6666666666666666, 0.5, 1.0)	0
WebQTrn-503	(1.0, 1.0, 1.0)	1
WebQTrn-504	(0, 0.0, 0.0)	0
WebQTrn-505	(0.75, 0.75, 0.75)	1
WebQTrn-506	(1.0, 1.0, 1.0)	1
WebQTrn-507	(0.9661016949152541, 1.0363636363636364, 0.9047619047619048)	1
WebQTrn-509	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-511	(1.0, 1.0, 1.0)	1
WebQTrn-512	(1.0, 1.0, 1.0)	1
WebQTrn-513	(0.32, 0.2857142857142857, 0.36363636363636365)	1
WebQTrn-514	(0.7931034482758621, 0.8846153846153846, 0.71875)	1
WebQTrn-515	(0, 0.0, 0.0)	0
WebQTrn-516	(0, 0.0, 0.0)	0
WebQTrn-517	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-519	(1.0, 1.0, 1.0)	1
WebQTrn-520	(0.8, 1.0, 0.6666666666666666)	1
WebQTrn-521	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-522	(1.0, 1.0, 1.0)	1
WebQTrn-524	(0, 0.0, 0.0)	0
WebQTrn-526	(0.7368421052631577, 0.7777777777777778, 0.7)	1
WebQTrn-527	(0, 0.0, 0.0)	0
WebQTrn-528	(0.8571428571428571, 0.75, 1.0)	1
WebQTrn-529	(1.0, 1.0, 1.0)	1
WebQTrn-530	(1.103448275862069, 1.3333333333333333, 0.9411764705882353)	1
WebQTrn-531	(1.0, 1.0, 1.0)	1
WebQTrn-532	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-533	(1.0, 1.0, 1.0)	1
WebQTrn-535	(1.0, 1.0, 1.0)	1
WebQTrn-538	(0.7586206896551724, 0.7333333333333333, 0.7857142857142857)	1
WebQTrn-540	(0.5892857142857142, 0.559322033898305, 0.6226415094339622)	1
WebQTrn-541	(1.0, 1.0, 1.0)	1
WebQTrn-543	(0.5, 0.3333333333333333, 1.0)	1
WebQTrn-544	(0, 0.0, 0.0)	0
WebQTrn-546	(0.6666666666666666, 0.6666666666666666, 0.6666666666666666)	1
WebQTrn-547	(0.8, 0.6666666666666666, 1.0)	1
WebQTrn-548	(0.28571428571428575, 0.3333333333333333, 0.25)	1
WebQTrn-550	(1.0, 1.0, 1.0)	1
WebQTrn-551	(1.0, 1.0, 1.0)	1
WebQTrn-552	(0, 0.0, 0.0)	0
WebQTrn-553	(1.0, 1.0, 1.0)	1
WebQTrn-555	(1.0, 1.0, 1.0)	1
WebQTrn-556	(1.0, 1.0, 1.0)	1
WebQTrn-559	(0.7999999999999999, 0.75, 0.8571428571428571)	1
WebQTrn-560	(0.7368421052631577, 0.7777777777777778, 0.7)	1
WebQTrn-561	(0.4, 0.25, 1.0)	1
WebQTrn-562	(1.0, 1.0, 1.0)	1
WebQTrn-563	(1.0, 1.0, 1.0)	1
WebQTrn-564	(1.0, 1.0, 1.0)	1
WebQTrn-565	(1.0, 1.0, 1.0)	1
WebQTrn-567	(0.05555555555555556, 0.046296296296296294, 0.06944444444444445)	1
WebQTrn-568	(1.0, 1.0, 1.0)	1
WebQTrn-569	(1.0, 1.0, 1.0)	1
WebQTrn-570	(1.0, 1.0, 1.0)	1
WebQTrn-571	(0.5, 0.3333333333333333, 1.0)	0
WebQTrn-572	(1.0, 1.0, 1.0)	1
WebQTrn-574	(1.0, 1.0, 1.0)	1
WebQTrn-575	(1.0, 1.0, 1.0)	1
WebQTrn-577	(1.0, 1.0, 1.0)	1
WebQTrn-578	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-580	(0.5, 0.7777777777777778, 0.3684210526315789)	1
WebQTrn-581	(0.5, 0.3333333333333333, 1.0)	1
WebQTrn-584	(1.0, 1.0, 1.0)	1
WebQTrn-585	(1.0, 1.0, 1.0)	1
WebQTrn-586	(0.25, 0.14285714285714285, 1.0)	1
WebQTrn-587	(1.0, 1.0, 1.0)	1
WebQTrn-589	(1.0, 1.0, 1.0)	1
WebQTrn-590	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-592	(0.6153846153846153, 0.4444444444444444, 1.0)	1
WebQTrn-594	(0, 0.0, 0.0)	0
WebQTrn-595	(0, 0.0, 0.0)	0
WebQTrn-596	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-598	(0, 0.0, 0.0)	0
WebQTrn-599	(0, 0.0, 0.0)	0
WebQTrn-601	(0.5, 1.0, 0.3333333333333333)	1
WebQTrn-603	(1.0, 1.0, 1.0)	1
WebQTrn-605	(1.0, 1.0, 1.0)	1
WebQTrn-606	(0.9333333333333333, 1.0, 0.875)	1
WebQTrn-607	(0.888888888888889, 0.8, 1.0)	1
WebQTrn-610	(0.8571428571428571, 1.0, 0.75)	1
WebQTrn-612	(0.888888888888889, 0.9230769230769231, 0.8571428571428571)	1
WebQTrn-613	(0, 0.0, 0.0)	0
WebQTrn-614	(1.0, 1.0, 1.0)	1
WebQTrn-616	(1.0, 1.0, 1.0)	1
WebQTrn-617	(1.0, 1.0, 1.0)	1
WebQTrn-618	(1.0, 1.0, 1.0)	1
WebQTrn-619	(1.0, 1.0, 1.0)	1
WebQTrn-620	(1.0, 1.0, 1.0)	1
WebQTrn-621	(0, 0.0, 0.0)	0
WebQTrn-622	(1.0, 1.0, 1.0)	1
WebQTrn-624	(0.19999999999999998, 0.1111111111111111, 1.0)	1
WebQTrn-625	(0.4, 0.2857142857142857, 0.6666666666666666)	1
WebQTrn-627	(1.0, 1.0, 1.0)	1
WebQTrn-628	(1.0, 1.0, 1.0)	1
WebQTrn-629	(1.0, 1.0, 1.0)	1
WebQTrn-630	(0.7272727272727272, 0.8, 0.6666666666666666)	1
WebQTrn-631	(1.0, 1.0, 1.0)	1
WebQTrn-632	(1.0, 1.0, 1.0)	1
WebQTrn-633	(0.22222222222222224, 0.2, 0.25)	1
WebQTrn-634	(0.3333333333333333, 0.25, 0.5)	1
WebQTrn-635	(1.0, 1.0, 1.0)	1
WebQTrn-636	(1.0, 1.0, 1.0)	1
WebQTrn-637	(1.0, 1.0, 1.0)	1
WebQTrn-638	(1.0, 1.0, 1.0)	1
